,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
921,385-9744,415,RI,no,no,no,1,0,65,111.0,219.8,202.0,4.4,537.2,51,84,89,14,18.87,18.68,9.09,1.19,238,47.83,0.74,0.09,2.26,0.2,20.66,40.92,37.6,0.82,39.45,39.05,19.0,2.49,low,no
922,398-5006,415,WI,no,no,no,1,0,80,239.9,142.3,364.3,9.3,755.8,121,51,106,5,40.78,12.1,16.39,2.51,283,71.78,0.9,0.09,2.67,0.25,31.74,18.83,48.2,1.23,56.81,16.86,22.83,3.5,low,yes
923,408-3977,415,MS,no,no,no,1,0,1,144.8,112.5,218.7,13.8,489.8,107,66,79,3,24.62,9.56,9.84,3.73,255,47.75,47.75,0.1,1.92,0.19,29.56,22.97,44.65,2.82,51.56,20.02,20.61,7.81,low,no
924,334-2729,408,KY,no,no,no,1,0,60,135.4,205.9,204.0,7.9,553.2,134,85,103,4,23.02,17.5,9.18,2.13,326,51.83,0.86,0.09,1.7,0.16,24.48,37.22,36.88,1.43,44.41,33.76,17.71,4.11,low,no
925,334-7685,415,NC,no,no,no,1,0,43,84.2,80.8,196.1,10.8,371.9,134,103,79,2,14.31,6.87,8.82,2.92,318,32.92,0.77,0.09,1.17,0.1,22.64,21.73,52.73,2.9,43.47,20.87,26.79,8.87,low,no
926,350-9228,415,NV,no,no,no,0,0,143,209.1,106.1,179.6,14.0,508.8,127,80,90,6,35.55,9.02,8.08,3.78,303,56.43,0.39,0.11,1.68,0.19,41.1,20.85,35.3,2.75,63.0,15.98,14.32,6.7,none,no
927,407-5774,415,UT,no,no,yes,0,24,81,130.1,196.0,139.3,11.4,476.8,117,61,123,5,22.12,16.66,6.27,3.08,306,48.13,0.59,0.1,1.56,0.16,27.29,41.11,29.22,2.39,45.96,34.61,13.03,6.4,none,no
928,413-4039,510,ME,no,no,yes,2,24,205,175.8,155.0,180.7,7.8,519.3,139,98,64,5,29.89,13.18,8.13,2.11,306,53.31,0.26,0.1,1.7,0.17,33.85,29.85,34.8,1.5,56.07,24.72,15.25,3.96,high,no
929,343-2077,415,HI,no,no,no,1,0,24,241.9,145.2,214.5,6.6,608.2,104,112,105,5,41.12,12.34,9.65,1.78,326,64.89,2.7,0.11,1.87,0.2,39.77,23.87,35.27,1.09,63.37,19.02,14.87,2.74,low,no
930,336-5661,415,OH,no,no,no,0,0,74,136.7,228.6,265.3,9.8,640.4,106,105,114,4,23.24,19.43,11.94,2.65,329,57.26,0.77,0.09,1.95,0.17,21.35,35.7,41.43,1.53,40.59,33.93,20.85,4.63,none,no
931,355-4143,510,WV,no,no,no,1,0,77,67.7,195.7,236.5,12.0,511.9,68,86,137,2,11.51,16.63,10.64,3.24,293,42.02,0.55,0.08,1.75,0.14,13.23,38.23,46.2,2.34,27.39,39.58,25.32,7.71,low,no
932,366-5918,415,OK,no,no,no,1,0,74,200.4,309.2,152.1,10.0,671.7,87,105,118,2,34.07,26.28,6.84,2.7,312,69.89,0.94,0.1,2.15,0.22,29.83,46.03,22.64,1.49,48.75,37.6,9.79,3.86,low,no
933,368-7555,510,KY,yes,yes,no,1,0,74,125.8,207.7,207.4,14.1,555.0,103,96,143,4,21.39,17.65,9.33,3.81,346,52.18,0.71,0.09,1.6,0.15,22.67,37.42,37.37,2.54,40.99,33.83,17.88,7.3,low,no
934,408-2119,408,AL,no,no,no,1,0,200,128.2,133.2,177.6,11.2,450.2,87,105,123,2,21.79,11.32,7.99,3.02,317,44.12,0.22,0.1,1.42,0.14,28.48,29.59,39.45,2.49,49.39,25.66,18.11,6.84,low,no
935,329-2789,408,MD,no,no,no,4,0,86,226.3,223.0,255.6,13.0,717.9,88,107,92,3,38.47,18.96,11.5,3.51,290,72.44,0.84,0.1,2.48,0.25,31.52,31.06,35.6,1.81,53.11,26.17,15.88,4.85,critical,yes
936,334-1508,510,NE,no,no,yes,0,37,91,162.3,233.9,277.4,9.2,682.8,107,115,94,4,27.59,19.88,12.48,2.48,320,62.43,0.69,0.09,2.13,0.2,23.77,34.26,40.63,1.35,44.19,31.84,19.99,3.97,none,no
937,337-1506,415,DC,no,no,no,2,0,76,224.4,147.9,183.8,6.7,562.8,121,97,74,2,38.15,12.57,8.27,1.81,294,60.8,0.8,0.11,1.91,0.21,39.87,26.28,32.66,1.19,62.75,20.67,13.6,2.98,high,no
938,396-8400,415,TX,no,no,no,1,0,130,120.5,189.7,270.1,14.3,594.6,127,52,107,2,20.49,16.12,12.15,3.86,288,52.62,0.4,0.09,2.06,0.18,20.27,31.9,45.43,2.4,38.94,30.63,23.09,7.34,low,no
939,349-2654,408,OH,no,no,no,2,0,56,91.1,179.3,300.7,11.9,583.0,90,115,89,8,15.49,15.24,13.53,3.21,302,47.47,0.85,0.08,1.93,0.16,15.63,30.75,51.58,2.04,32.63,32.1,28.5,6.76,high,no
940,417-2716,415,DE,no,no,no,0,0,117,168.8,241.4,204.8,15.5,630.5,137,107,106,4,28.7,20.52,9.22,4.19,354,62.63,0.54,0.1,1.78,0.18,26.77,38.29,32.48,2.46,45.82,32.76,14.72,6.69,none,no
941,402-1725,510,IA,no,no,no,2,0,63,153.5,287.3,230.2,6.5,677.5,81,115,85,5,26.1,24.42,10.36,1.76,286,62.64,0.99,0.09,2.37,0.22,22.66,42.41,33.98,0.96,41.67,38.98,16.54,2.81,high,no
942,403-3229,415,VT,no,no,no,0,0,126,226.2,140.3,208.9,6.4,581.8,88,114,110,2,38.45,11.93,9.4,1.73,314,61.51,0.49,0.11,1.85,0.2,38.88,24.11,35.91,1.1,62.51,19.4,15.28,2.81,none,no
943,353-6056,510,OR,no,no,no,1,0,132,191.9,206.9,272.0,12.6,683.4,107,127,88,2,32.62,17.59,12.24,3.4,324,65.85,0.5,0.1,2.11,0.2,28.08,30.28,39.8,1.84,49.54,26.71,18.59,5.16,low,no
944,399-9802,415,NV,yes,no,yes,4,28,81,167.9,190.7,193.0,9.2,560.8,147,105,103,6,28.54,16.21,8.69,2.48,361,55.92,0.69,0.1,1.55,0.15,29.94,34.0,34.42,1.64,51.04,28.99,15.54,4.43,critical,no
945,366-7069,415,NC,no,no,no,2,0,122,180.0,145.0,233.7,11.5,570.2,88,77,120,6,30.6,12.33,10.52,3.11,291,56.56,0.46,0.1,1.96,0.19,31.57,25.43,40.99,2.02,54.1,21.8,18.6,5.5,high,no
946,332-5949,408,NJ,yes,no,no,2,0,46,257.4,261.1,204.4,13.4,736.3,67,91,107,5,43.76,22.19,9.2,3.62,270,78.77,1.71,0.11,2.73,0.29,34.96,35.46,27.76,1.82,55.55,28.17,11.68,4.6,high,yes
947,393-6376,415,MN,no,no,yes,1,28,150,174.4,169.9,201.6,11.0,556.9,75,80,130,4,29.65,14.44,9.07,2.97,289,56.13,0.37,0.1,1.93,0.19,31.32,30.51,36.2,1.98,52.82,25.73,16.16,5.29,low,no
948,354-7025,408,ID,no,no,no,1,0,99,159.7,155.4,255.7,8.4,579.2,83,121,114,3,27.15,13.21,11.51,2.27,321,54.14,0.55,0.09,1.8,0.17,27.57,26.83,44.15,1.45,50.15,24.4,21.26,4.19,low,no
949,351-6585,408,AL,no,no,no,1,0,87,237.2,222.6,173.3,11.0,644.1,124,87,81,3,40.32,18.92,7.8,2.97,295,70.01,0.8,0.11,2.18,0.24,36.83,34.56,26.91,1.71,57.59,27.02,11.14,4.24,low,yes
950,330-5462,415,AK,no,no,no,1,0,108,103.0,242.3,170.2,7.9,523.4,129,103,89,3,17.51,20.6,7.66,2.13,324,47.9,0.44,0.09,1.62,0.15,19.68,46.29,32.52,1.51,36.56,43.01,15.99,4.45,low,no
951,407-2292,415,VT,no,no,no,4,0,101,153.8,234.0,196.3,11.6,595.7,89,89,77,2,26.15,19.89,8.83,3.13,257,58.0,0.57,0.1,2.32,0.23,25.82,39.28,32.95,1.95,45.09,34.29,15.22,5.4,critical,no
952,340-3011,415,PA,no,no,no,3,0,53,205.1,160.5,149.5,10.7,525.8,86,95,142,2,34.87,13.64,6.73,2.89,325,58.13,1.1,0.11,1.62,0.18,39.01,30.52,28.43,2.03,59.99,23.46,11.58,4.97,critical,no
953,345-9153,415,AK,no,no,yes,2,39,132,175.7,187.2,225.5,8.6,597.0,93,94,118,3,29.87,15.91,10.15,2.32,308,58.25,0.44,0.1,1.94,0.19,29.43,31.36,37.77,1.44,51.28,27.31,17.42,3.98,high,no
954,379-5503,510,CA,no,no,no,2,0,158,155.9,224.2,221.0,8.6,609.7,123,112,116,8,26.5,19.06,9.95,2.32,359,57.83,0.37,0.09,1.7,0.16,25.57,36.77,36.25,1.41,45.82,32.96,17.21,4.01,high,no
955,389-6790,415,MS,no,no,yes,0,34,114,154.4,221.4,208.5,10.3,594.6,109,142,103,5,26.25,18.82,9.38,2.78,359,57.23,0.5,0.1,1.66,0.16,25.97,37.24,35.07,1.73,45.87,32.88,16.39,4.86,none,no
956,408-3610,415,AR,no,no,yes,2,23,77,209.7,183.6,205.5,7.1,605.9,73,63,111,3,35.65,15.61,9.25,1.92,250,62.43,0.81,0.1,2.42,0.25,34.61,30.3,33.92,1.17,57.1,25.0,14.82,3.08,high,no
957,375-8238,415,NV,no,yes,no,0,0,144,150.0,285.9,190.6,9.4,635.9,69,73,121,15,25.5,24.3,8.58,2.54,278,60.92,0.42,0.1,2.29,0.22,23.59,44.96,29.97,1.48,41.86,39.89,14.08,4.17,none,no
958,378-5633,510,AL,no,no,yes,3,23,91,232.4,186.0,190.5,12.3,621.2,97,88,128,3,39.51,15.81,8.57,3.32,316,67.21,0.74,0.11,1.97,0.21,37.41,29.94,30.67,1.98,58.79,23.52,12.75,4.94,critical,no
959,389-9120,408,GA,no,no,no,2,0,58,165.4,115.7,193.8,12.8,487.7,100,87,118,5,28.12,9.83,8.72,3.46,310,50.13,0.86,0.1,1.57,0.16,33.91,23.72,39.74,2.62,56.09,19.61,17.39,6.9,high,no
960,380-2758,415,AR,no,no,no,3,0,5,199.2,187.3,214.0,13.3,613.8,106,12,85,3,33.86,15.92,9.63,3.59,206,63.0,12.6,0.1,2.98,0.31,32.45,30.51,34.86,2.17,53.75,25.27,15.29,5.7,critical,no
961,402-2728,408,MA,no,no,no,0,0,97,217.6,320.5,150.7,4.2,693.0,81,51,110,3,36.99,27.24,6.78,1.13,245,72.14,0.74,0.1,2.83,0.29,31.4,46.25,21.75,0.61,51.28,37.76,9.4,1.57,none,yes
962,354-9062,415,NJ,no,no,no,3,0,107,212.1,150.1,219.8,7.7,589.7,95,88,111,2,36.06,12.76,9.89,2.08,296,60.79,0.57,0.1,1.99,0.21,35.97,25.45,37.27,1.31,59.32,20.99,16.27,3.42,critical,no
963,417-2054,415,MO,no,no,yes,1,30,142,154.0,165.8,270.0,10.8,600.6,75,97,83,5,26.18,14.09,12.15,2.92,260,55.34,0.39,0.09,2.31,0.21,25.64,27.61,44.96,1.8,47.31,25.46,21.96,5.28,low,no
964,353-1941,408,NY,no,no,yes,1,31,9,193.8,202.6,191.2,13.3,600.9,130,98,102,2,32.95,17.22,8.6,3.59,332,62.36,6.93,0.1,1.81,0.19,32.25,33.72,31.82,2.21,52.84,27.61,13.79,5.76,low,no
965,328-1522,415,AZ,no,no,no,0,0,73,175.4,248.1,122.4,12.2,558.1,130,105,85,4,29.82,21.09,5.51,3.29,324,59.71,0.82,0.11,1.72,0.18,31.43,44.45,21.93,2.19,49.94,35.32,9.23,5.51,none,no
966,408-4529,510,NJ,yes,no,yes,2,22,48,152.0,258.8,263.2,15.7,689.7,63,131,109,5,25.84,22.0,11.84,4.24,308,63.92,1.33,0.09,2.24,0.21,22.04,37.52,38.16,2.28,40.43,34.42,18.52,6.63,high,no
967,417-5320,408,WV,no,no,no,0,0,43,230.2,186.7,128.4,9.2,554.5,147,121,100,3,39.13,15.87,5.78,2.48,371,63.26,1.47,0.11,1.49,0.17,41.51,33.67,23.16,1.66,61.86,25.09,9.14,3.92,none,no
968,370-9755,408,NM,yes,no,yes,1,33,122,174.9,248.2,164.6,13.5,601.2,103,105,116,3,29.73,21.1,7.41,3.65,327,61.89,0.51,0.1,1.84,0.19,29.09,41.28,27.38,2.25,48.04,34.09,11.97,5.9,low,no
969,372-4835,415,SC,no,no,no,0,0,93,190.2,262.2,130.0,8.8,591.2,68,64,92,4,32.33,22.29,5.85,2.38,228,62.85,0.68,0.11,2.59,0.28,32.17,44.35,21.99,1.49,51.44,35.47,9.31,3.79,none,no
970,334-6605,415,VT,no,no,no,1,0,85,176.4,224.9,219.6,11.5,632.4,122,123,50,1,29.99,19.12,9.88,3.11,296,62.1,0.73,0.1,2.14,0.21,27.89,35.56,34.72,1.82,48.29,30.79,15.91,5.01,low,no
971,399-5564,415,TN,no,no,no,3,0,59,160.9,251.2,273.4,5.0,690.5,95,65,97,5,27.35,21.35,12.3,1.35,262,62.35,1.06,0.09,2.64,0.24,23.3,36.38,39.59,0.72,43.87,34.24,19.73,2.17,critical,no
972,392-2887,415,LA,no,no,no,1,0,87,228.7,163.0,154.1,11.8,557.6,90,99,90,3,38.88,13.86,6.93,3.19,282,62.86,0.72,0.11,1.98,0.22,41.02,29.23,27.64,2.12,61.85,22.05,11.02,5.07,low,no
973,328-2110,408,OH,no,no,no,0,0,137,144.0,181.6,128.1,12.3,466.0,90,100,93,2,24.48,15.44,5.76,3.32,285,49.0,0.36,0.11,1.64,0.17,30.9,38.97,27.49,2.64,49.96,31.51,11.76,6.78,none,no
974,383-5976,510,OR,no,no,yes,6,31,21,135.9,271.0,179.1,9.5,595.5,90,84,89,7,23.1,23.04,8.06,2.57,270,56.77,2.7,0.1,2.21,0.21,22.82,45.51,30.08,1.6,40.69,40.58,14.2,4.53,critical,no
975,332-6181,510,DE,yes,no,no,0,0,129,334.3,192.1,191.0,10.4,727.8,118,104,83,6,56.83,16.33,8.59,2.81,311,84.56,0.66,0.12,2.34,0.27,45.93,26.39,26.24,1.43,67.21,19.31,10.16,3.32,none,yes
976,330-5255,415,KY,no,no,no,0,0,104,130.5,131.2,264.7,13.0,539.4,77,117,63,6,22.19,11.15,11.91,3.51,263,48.76,0.47,0.09,2.05,0.19,24.19,24.32,49.07,2.41,45.51,22.87,24.43,7.2,none,no
977,413-5190,408,GA,yes,no,yes,4,21,93,134.2,162.5,186.6,11.8,495.1,105,128,90,2,22.81,13.81,8.4,3.19,325,48.21,0.52,0.1,1.52,0.15,27.11,32.82,37.69,2.38,47.31,28.65,17.42,6.62,critical,no
978,394-7447,415,VT,yes,no,no,4,0,63,278.0,266.4,224.1,13.1,781.6,102,114,118,4,47.26,22.64,10.08,3.54,338,83.52,1.33,0.11,2.31,0.25,35.57,34.08,28.67,1.68,56.59,27.11,12.07,4.24,critical,yes
979,353-7096,415,OR,no,no,no,0,0,161,105.4,214.8,223.6,7.8,551.6,70,122,126,5,17.92,18.26,10.06,2.11,323,48.35,0.3,0.09,1.71,0.15,19.11,38.94,40.54,1.41,37.06,37.77,20.81,4.36,none,no
980,395-6002,510,TX,no,no,no,3,0,50,188.9,203.9,151.8,11.6,556.2,94,104,124,8,32.11,17.33,6.83,3.13,330,59.4,1.19,0.11,1.69,0.18,33.96,36.66,27.29,2.09,54.06,29.18,11.5,5.27,critical,no
981,372-9816,408,MO,no,no,yes,1,24,103,111.8,239.6,268.3,6.9,626.6,85,102,81,4,19.01,20.37,12.07,1.86,272,53.31,0.52,0.09,2.3,0.2,17.84,38.24,42.82,1.1,35.66,38.21,22.64,3.49,low,no
982,400-7253,415,ND,no,no,yes,1,33,84,159.1,149.8,213.4,13.0,535.3,106,101,108,18,27.05,12.73,9.6,3.51,333,52.89,0.63,0.1,1.61,0.16,29.72,27.98,39.87,2.43,51.14,24.07,18.15,6.64,low,no
983,344-7470,510,MN,no,no,no,1,0,92,212.4,224.6,221.3,9.0,667.3,105,118,105,4,36.11,19.09,9.96,2.43,332,67.59,0.73,0.1,2.01,0.2,31.83,33.66,33.16,1.35,53.43,28.24,14.74,3.6,low,no
984,378-8572,415,NV,no,no,no,1,0,77,142.3,306.3,196.5,9.9,655.0,112,111,82,1,24.19,26.04,8.84,2.67,306,61.74,0.8,0.09,2.14,0.2,21.73,46.76,30.0,1.51,39.18,42.18,14.32,4.32,low,no
985,345-9140,415,NY,yes,yes,no,1,0,64,346.8,249.5,275.4,13.3,885.0,55,79,102,9,58.96,21.21,12.39,3.59,245,96.15,1.5,0.11,3.61,0.39,39.19,28.19,31.12,1.5,61.32,22.06,12.89,3.73,low,yes
986,340-5460,415,FL,no,no,yes,1,15,159,113.9,145.3,195.2,11.8,466.2,102,146,137,9,19.36,12.35,8.78,3.19,394,43.68,0.27,0.09,1.18,0.11,24.43,31.17,41.87,2.53,44.32,28.27,20.1,7.3,low,no
987,369-8024,415,KS,yes,yes,yes,1,27,110,267.9,263.3,178.1,8.3,717.6,103,74,106,2,45.54,22.38,8.01,2.24,285,78.17,0.71,0.11,2.52,0.27,37.33,36.69,24.82,1.16,58.26,28.63,10.25,2.87,low,yes
988,395-8595,510,NV,no,no,no,3,0,138,171.4,115.2,224.5,17.0,528.1,117,128,115,4,29.14,9.79,10.1,4.59,364,53.62,0.39,0.1,1.45,0.15,32.46,21.81,42.51,3.22,54.35,18.26,18.84,8.56,critical,no
989,359-4587,408,NV,no,no,no,1,0,178,275.4,187.5,147.1,13.6,623.6,150,62,126,3,46.82,15.94,6.62,3.67,341,73.05,0.41,0.12,1.83,0.21,44.16,30.07,23.59,2.18,64.09,21.82,9.06,5.02,low,yes
990,375-5439,415,SC,no,no,yes,0,31,38,197.2,249.9,298.9,3.9,749.9,118,70,104,2,33.52,21.24,13.45,1.05,294,69.26,1.82,0.09,2.55,0.24,26.3,33.32,39.86,0.52,48.4,30.67,19.42,1.52,none,no
991,361-3779,415,MI,no,no,yes,2,35,50,192.6,135.2,216.2,7.9,551.9,97,101,101,2,32.74,11.49,9.73,2.13,301,56.09,1.12,0.1,1.83,0.19,34.9,24.5,39.17,1.43,58.37,20.48,17.35,3.8,high,no
992,375-8934,510,MI,no,no,yes,1,26,45,91.7,150.6,63.3,7.7,313.3,104,119,103,5,15.59,12.8,2.85,2.08,331,33.32,0.74,0.11,0.95,0.1,29.27,48.07,20.2,2.46,46.79,38.42,8.55,6.24,low,no
993,395-4757,510,TN,no,no,no,0,0,70,126.3,141.6,255.9,9.6,533.4,99,106,96,2,21.47,12.04,11.52,2.59,303,47.62,0.68,0.09,1.76,0.16,23.68,26.55,47.98,1.8,45.09,25.28,24.19,5.44,none,no
994,421-7205,510,NY,no,no,yes,3,33,147,251.5,234.1,213.4,10.4,709.4,107,110,87,6,42.76,19.9,9.6,2.81,310,75.07,0.51,0.11,2.29,0.24,35.45,33.0,30.08,1.47,56.96,26.51,12.79,3.74,critical,yes
995,379-8805,510,NV,no,no,no,1,0,94,190.6,152.3,144.7,7.5,495.1,108,95,97,5,32.4,12.95,6.51,2.03,305,53.89,0.57,0.11,1.62,0.18,38.5,30.76,29.23,1.51,60.12,24.03,12.08,3.77,low,no
996,348-2150,510,IL,no,no,no,0,0,179,116.1,201.8,181.9,11.6,511.4,101,99,103,5,19.74,17.15,8.19,3.13,308,48.21,0.27,0.09,1.66,0.16,22.7,39.46,35.57,2.27,40.95,35.57,16.99,6.49,none,no
997,417-9128,415,MS,no,no,no,2,0,116,217.3,216.1,148.1,11.3,592.8,91,95,76,3,36.94,18.37,6.66,3.05,265,65.02,0.56,0.11,2.24,0.25,36.66,36.45,24.98,1.91,56.81,28.25,10.24,4.69,high,no
998,351-4226,510,ND,no,no,no,0,0,59,179.4,232.5,175.8,14.7,602.4,80,99,105,3,30.5,19.76,7.91,3.97,287,62.14,1.05,0.1,2.1,0.22,29.78,38.6,29.18,2.44,49.08,31.8,12.73,6.39,none,no
999,330-6630,415,NC,no,no,no,0,0,165,207.7,164.8,54.5,7.9,434.9,109,94,91,3,35.31,14.01,2.45,2.13,297,53.9,0.33,0.12,1.46,0.18,47.76,37.89,12.53,1.82,65.51,25.99,4.55,3.95,none,no
1000,387-9137,408,MI,yes,no,no,2,0,133,277.3,228.4,117.3,12.8,635.8,138,117,103,4,47.14,19.41,5.28,3.46,362,75.29,0.57,0.12,1.76,0.21,43.61,35.92,18.45,2.01,62.61,25.78,7.01,4.6,high,yes
1001,372-3987,415,TN,no,no,no,1,0,140,125.3,167.6,260.6,8.4,561.9,84,121,94,4,21.3,14.25,11.73,2.27,303,49.55,0.35,0.09,1.85,0.16,22.3,29.83,46.38,1.49,42.99,28.76,23.67,4.58,low,no
1002,408-5183,408,VT,no,no,yes,2,32,93,138.1,167.3,238.9,6.8,551.1,91,72,115,3,23.48,14.22,10.75,1.84,281,50.29,0.54,0.09,1.96,0.18,25.06,30.36,43.35,1.23,46.69,28.28,21.38,3.66,high,no
1003,412-9357,510,OK,no,no,yes,0,38,52,169.3,225.9,172.0,8.2,575.4,88,97,86,3,28.78,19.2,7.74,2.21,274,57.93,1.11,0.1,2.1,0.21,29.42,39.26,29.89,1.43,49.68,33.14,13.36,3.81,none,no
1004,402-3599,415,DE,no,no,yes,1,27,64,201.3,143.8,150.2,12.3,507.6,101,89,127,3,34.22,12.22,6.76,3.32,320,56.52,0.88,0.11,1.59,0.18,39.66,28.33,29.59,2.42,60.54,21.62,11.96,5.87,low,no
1005,379-5211,510,ND,no,yes,no,2,0,12,216.7,116.5,220.0,9.8,563.0,117,126,110,4,36.84,9.9,9.9,2.65,357,59.29,4.94,0.11,1.58,0.17,38.49,20.69,39.08,1.74,62.14,16.7,16.7,4.47,high,no
1006,405-9217,415,OR,no,no,no,2,0,48,190.4,317.5,133.4,8.3,649.6,92,85,113,4,32.37,26.99,6.0,2.24,294,67.6,1.41,0.1,2.21,0.23,29.31,48.88,20.54,1.28,47.88,39.93,8.88,3.31,high,no
1007,340-9200,408,NY,no,no,no,1,0,181,143.3,195.5,223.3,6.0,568.1,91,58,95,7,24.36,16.62,10.05,1.62,251,52.65,0.29,0.09,2.26,0.21,25.22,34.41,39.31,1.06,46.27,31.57,19.09,3.08,low,no
1008,339-9026,415,MO,no,no,yes,2,42,168,97.4,203.6,173.9,11.4,486.3,57,98,124,2,16.56,17.31,7.83,3.08,281,44.78,0.27,0.09,1.73,0.16,20.03,41.87,35.76,2.34,36.98,38.66,17.49,6.88,high,no
1009,343-4772,415,FL,no,no,no,3,0,155,181.4,167.7,168.5,11.3,528.9,111,92,122,3,30.84,14.25,7.58,3.05,328,55.72,0.36,0.11,1.61,0.17,34.3,31.71,31.86,2.14,55.35,25.57,13.6,5.47,critical,no
1010,345-2108,510,ND,no,no,no,0,0,105,246.4,256.2,169.0,3.8,675.4,83,101,151,4,41.89,21.78,7.61,1.03,339,72.31,0.69,0.11,1.99,0.21,36.48,37.93,25.02,0.56,57.93,30.12,10.52,1.42,none,yes
1011,401-4650,415,NY,no,no,no,2,0,11,143.4,289.4,194.0,9.7,636.5,130,50,100,6,24.38,24.6,8.73,2.62,286,60.33,5.48,0.09,2.23,0.21,22.53,45.47,30.48,1.52,40.41,40.78,14.47,4.34,high,no
1012,400-3945,415,ND,no,no,no,2,0,182,104.9,198.5,258.2,8.0,569.6,111,120,91,5,17.83,16.87,11.62,2.16,327,48.48,0.27,0.09,1.74,0.15,18.42,34.85,45.33,1.4,36.78,34.8,23.97,4.46,high,no
1013,338-3781,415,NY,no,no,no,1,0,104,156.2,193.0,222.7,13.1,585.0,93,54,94,5,26.55,16.41,10.02,3.54,246,56.52,0.54,0.1,2.38,0.23,26.7,32.99,38.07,2.24,46.97,29.03,17.73,6.26,low,no
1014,342-6316,415,OH,no,no,no,0,0,102,114.8,81.9,304.3,12.0,513.0,125,126,101,4,19.52,6.96,13.69,3.24,356,43.41,0.43,0.08,1.44,0.12,22.38,15.96,59.32,2.34,44.97,16.03,31.54,7.46,none,no
1015,336-5920,415,AL,no,no,no,0,0,122,232.5,205.5,213.7,11.9,663.6,96,120,91,2,39.53,17.47,9.62,3.21,309,69.83,0.57,0.11,2.15,0.23,35.04,30.97,32.2,1.79,56.61,25.02,13.78,4.6,none,no
1016,332-1060,415,SC,no,no,no,1,0,41,143.6,152.4,194.4,8.6,499.0,117,108,110,3,24.41,12.95,8.75,2.32,338,48.43,1.18,0.1,1.48,0.14,28.78,30.54,38.96,1.72,50.4,26.74,18.07,4.79,low,no
1017,418-3426,415,GA,no,no,no,2,0,132,176.7,244.1,176.3,9.1,606.2,132,80,120,4,30.04,20.75,7.93,2.46,336,61.18,0.46,0.1,1.8,0.18,29.15,40.27,29.08,1.5,49.1,33.92,12.96,4.02,high,no
1018,408-6326,415,WY,yes,no,no,1,0,76,263.4,230.3,170.6,11.4,675.7,148,69,101,5,44.78,19.58,7.68,3.08,323,75.12,0.99,0.11,2.09,0.23,38.98,34.08,25.25,1.69,59.61,26.06,10.22,4.1,low,yes
1019,334-6142,415,WV,no,no,no,1,0,13,146.4,148.5,216.7,11.3,522.9,74,92,96,3,24.89,12.62,9.75,3.05,265,50.31,3.87,0.1,1.97,0.19,28.0,28.4,41.44,2.16,49.47,25.08,19.38,6.06,low,no
1020,336-6128,415,HI,no,no,yes,2,33,115,145.0,194.5,242.3,14.2,596.0,72,157,138,3,24.65,16.53,10.9,3.83,370,55.91,0.49,0.09,1.61,0.15,24.33,32.63,40.65,2.38,44.09,29.57,19.5,6.85,high,no
1021,406-6708,408,WV,no,no,no,1,0,67,167.8,167.7,110.3,8.4,454.2,91,69,71,12,28.53,14.25,4.96,2.27,243,50.01,0.75,0.11,1.87,0.21,36.94,36.92,24.28,1.85,57.05,28.49,9.92,4.54,low,no
1022,388-8670,510,LA,no,no,no,0,0,154,166.9,154.9,189.4,7.2,518.4,99,97,89,5,28.37,13.17,8.52,1.94,290,52.0,0.34,0.1,1.79,0.18,32.2,29.88,36.54,1.39,54.56,25.33,16.38,3.73,none,no
1023,363-5853,510,AR,no,no,no,2,0,100,142.5,195.7,122.1,7.8,468.1,87,88,117,8,24.23,16.63,5.49,2.11,300,48.46,0.48,0.1,1.56,0.16,30.44,41.81,26.08,1.67,50.0,34.32,11.33,4.35,high,no
1024,383-6544,510,AK,no,yes,no,1,0,146,133.0,262.8,214.3,11.2,621.3,65,93,128,3,22.61,22.34,9.64,3.02,289,57.61,0.39,0.09,2.15,0.2,21.41,42.3,34.49,1.8,39.25,38.78,16.73,5.24,low,no
1025,378-2940,415,DC,no,no,yes,1,11,148,252.9,284.3,262.8,12.3,812.3,129,88,99,1,42.99,24.17,11.83,3.32,317,82.31,0.56,0.1,2.56,0.26,31.13,35.0,32.35,1.51,52.23,29.36,14.37,4.03,low,yes
1026,338-7683,415,AL,no,no,yes,2,28,67,95.0,291.2,159.6,10.0,555.8,94,73,114,2,16.15,24.75,7.18,2.7,283,50.78,0.76,0.09,1.96,0.18,17.09,52.39,28.72,1.8,31.8,48.74,14.14,5.32,high,no
1027,329-2786,510,UT,yes,yes,no,1,0,161,194.2,249.4,254.9,12.9,711.4,106,105,129,1,33.01,21.2,11.47,3.48,341,69.16,0.43,0.1,2.09,0.2,27.3,35.06,35.83,1.81,47.73,30.65,16.58,5.03,low,no
